place_id,name,category,address,road_address,x,y,visitor_review,blog_review,phone,distance,area,search_query,source_file,dong,category_main,total_review
36992369,디뮤지엄,미술관,서울특별시 성동구 왕십리로 83-21 디뮤지엄,왕십리로 83-21 디뮤지엄,127.0442175,37.543826,0.0,0.0,02-6233-7200,8.4km,성수,성수동 문화,culture_data.csv,성수1가1동,전시·갤러리,0.0
448283373,더서울라이티움,전시관,서울특별시 성동구 서울숲2길 32-14 갤러리아포레 지2층,서울숲2길 32-14 갤러리아포레 지2층,127.0428429,37.5455898,136.0,0.0,02-516-2513,8.5km,성수,성수동 문화,culture_data.csv,성수1가1동,전시·갤러리,136.0
1084065479,서울숲 씨어터,공연장,서울특별시 성동구 서울숲2길 32-14,서울숲2길 32-14,127.0423333,37.5457261,16.0,0.0,,8.4km,성수,성수동 문화,culture_data.csv,성수1가1동,공연·극장,16.0
38411583,에스팩토리,복합문화공간,서울특별시 성동구 연무장15길 11 SFACTORY,연무장15길 11 SFACTORY,127.0594889,37.5426597,101.0,0.0,02-6388-8310,9.3km,성수,성수동 문화,culture_data.csv,성수2가3동,복합·체험,101.0
1450511980,LCDC SEOUL,복합문화공간,서울특별시 성동구 연무장17길 10,연무장17길 10,127.0614308,37.5415206,87.0,0.0,02-3409-5975,9.3km,성수,성수동 문화,culture_data.csv,성수2가3동,복합·체험,87.0
1479550856,뚝섬미술관,미술관,서울특별시 성동구 아차산로 33 지하 1층,아차산로 33 지하 1층,127.0483803,37.5472172,0.0,0.0,,8.9km,성수,성수동 문화,culture_data.csv,성수1가2동,전시·갤러리,0.0
1512008933,언더시티,"문화,예술회관",서울특별시 성동구 성수이로22길 61 지하1층,성수이로22길 61 지하1층,127.063897,37.5431368,0.0,36.0,,9.6km,성수,성수동 문화,culture_data.csv,성수2가3동,공연·극장,36.0
1247343244,XYZ SEOUL,복합문화공간,서울특별시 성동구 연무장길 73,연무장길 73,127.0575865,37.542048,5.0,0.0,,9.1km,성수,성수동 문화,culture_data.csv,성수2가3동,복합·체험,5.0
1254555460,티팩토리 성수,복합문화공간,서울특별시 성동구 연무장1길 7-1,연무장1길 7-1,127.0506061,37.5448362,0.0,0.0,02-1599-2641,8.9km,성수,성수동 문화,culture_data.csv,성수2가3동,복합·체험,0.0
31088104,성수아트홀,공연장,서울특별시 성동구 뚝섬로1길 43,뚝섬로1길 43,127.046953,37.5454459,6.0,0.0,02-2204-7570,8.7km,성수,성수동 문화,culture_data.csv,성수1가1동,공연·극장,6.0
1252677579,무비랜드,영화관,서울특별시 성동구 연무장길 5-5,연무장길 5-5,127.0503006,37.5441744,87.0,354.0,,8.8km,성수,성수동 문화,culture_data.csv,성수2가3동,공연·극장,441.0
37896030,언더스탠드에비뉴,복합문화공간,서울특별시 성동구 왕십리로 63 언더스탠드에비뉴,왕십리로 63 언더스탠드에비뉴,127.0435736,37.543549,139.0,0.0,02-725-5526,8.3km,성수,성수동 문화,culture_data.csv,성수1가1동,복합·체험,139.0
1133242570,엔트리55 성수점,"공연,연극시설",서울특별시 성동구 성수일로8길 60 B101,성수일로8길 60 B101,127.0568838,37.5448915,321.0,186.0,,9.3km,성수,성수동 문화,culture_data.csv,성수2가3동,공연·극장,507.0
1629869506,펍지 성수,복합문화공간,서울특별시 성동구 왕십리로4길 5,왕십리로4길 5,127.0453835,37.5456938,382.0,470.0,02-2138-0553,8.6km,성수,성수동 문화,culture_data.csv,성수1가1동,복합·체험,852.0
20123307,헬로우뮤지움,미술관,서울특별시 성동구 성수일로12길 20,성수일로12길 20,127.0532505,37.5481744,878.0,442.0,,9.3km,성수,성수동 문화,culture_data.csv,성수2가3동,전시·갤러리,1320.0
1573780452,무신사 with 소담상회,복합문화공간,서울특별시 성동구 아차산로 104 3층,아차산로 104 3층,127.0555009,37.5444741,126.0,0.0,,9.2km,성수,성수동 문화,culture_data.csv,성수2가3동,복합·체험,126.0
1475934962,스테이지35 성수,복합문화공간,서울특별시 성동구 연무장길 35 스테이지35,연무장길 35 스테이지35,127.0534962,37.5431298,31.0,672.0,,8.9km,성수,성수동 문화,culture_data.csv,성수2가3동,복합·체험,703.0
13051123,더페이지갤러리,"갤러리,화랑",서울특별시 성동구 서울숲2길 32-14 갤러리아 포레 G205,서울숲2길 32-14 갤러리아 포레 G205,127.0427626,37.5455171,588.0,676.0,02-3447-0049,8.4km,성수,성수동 문화,culture_data.csv,성수1가1동,전시·갤러리,1264.0
1966673462,코사이어티,복합문화공간,서울특별시 성동구 왕십리로 82-20 코사이어티,왕십리로 82-20 코사이어티,127.0456687,37.544902,400.0,0.0,,8.6km,성수,성수동 문화,culture_data.csv,성수1가1동,복합·체험,400.0
1010549836,알비,"갤러리,화랑",서울특별시 성동구 서울숲6길 8-1 3층,서울숲6길 8-1 3층,127.0424807,37.5476728,29.0,450.0,,8.6km,성수,성수동 문화,culture_data.csv,성수1가2동,전시·갤러리,479.0
1367507643,갤러리까르찌나,"갤러리,화랑",서울특별시 성동구 성수이로 87 성문빌딩 402호,성수이로 87 성문빌딩 402호,127.0562121,37.5427425,25.0,148.0,02-468-8878,9.1km,성수,성수동 문화,culture_data.csv,성수2가3동,전시·갤러리,173.0
1675365544,슈퍼패스트 서울숲,복합문화공간,서울특별시 성동구 아차산로 6,아차산로 6,127.0450051,37.5476979,17.0,361.0,,8.8km,성수,성수동 문화,culture_data.csv,성수1가2동,복합·체험,378.0
1649118712,Y173,복합문화공간,서울특별시 성동구 연무장17길 3 1층,연무장17길 3 1층,127.0607511,37.541141,2.0,399.0,1670-2910,9.3km,성수,성수동 문화,culture_data.csv,성수2가3동,복합·체험,401.0
1970187843,씨디에이,"갤러리,화랑",서울특별시 성동구 아차산로 120 2층 CDA GALLERY,아차산로 120 2층 CDA GALLERY,127.0572663,37.5439085,4.0,193.0,,9.2km,성수,성수동 문화,culture_data.csv,성수2가3동,전시·갤러리,197.0
2000164299,레온갤러리 성수커넥트,"갤러리,화랑",서울특별시 성동구 아차산로1가길 11 지하1층,아차산로1가길 11 지하1층,127.0468455,37.5485497,0.0,11.0,,8.9km,성수,성수동 문화,culture_data.csv,성수1가2동,전시·갤러리,11.0
1172106523,피노크,"갤러리,화랑",서울특별시 성동구 서울숲9길 5 2층,서울숲9길 5 2층,127.0435662,37.5484487,26.0,27.0,02-466-2827,8.7km,성수,성수동 문화,culture_data.csv,성수1가2동,전시·갤러리,53.0
1821639983,아뜰리에 아키,"갤러리,화랑",서울특별시 성동구 서울숲2길 32-14 갤러리아 포레 1F / B1F 아뜰리에 아키,서울숲2길 32-14 갤러리아 포레 1F / B1F 아뜰리에 아키,127.0423333,37.5457261,2.0,270.0,,8.4km,성수,성수동 문화,culture_data.csv,성수1가1동,전시·갤러리,272.0
1243551018,헤르만아트홀,공연장,"서울특별시 성동구 상원6나길 24 지1층 B01호(성수동1가, 청호서 울숲 뜨레피움 오피스텔)","상원6나길 24 지1층 B01호(성수동1가, 청호서 울숲 뜨레피움 오피스텔)",127.0500674,37.5479134,0.0,46.0,02-6212-1747,9.1km,성수,성수동 문화,culture_data.csv,성수1가2동,공연·극장,46.0
1005981043,HAESO 해소,복합문화공간,서울특별시 성동구 성수이로24길 31,성수이로24길 31,127.0617143,37.5445754,14.0,21.0,02-2252-4854,9.6km,성수,성수동 문화,culture_data.csv,성수2가3동,복합·체험,35.0
1009862459,갤러리 콜라스트,"갤러리,화랑","서울특별시 성동구 왕십리로16가길 28 밤부28, B1층 콜라스트","왕십리로16가길 28 밤부28, B1층 콜라스트",127.0453237,37.5510167,19.0,73.0,,9.1km,성수,성수동 문화,culture_data.csv,성수1가2동,전시·갤러리,92.0
1120383635,국가유산체험센터,복합문화공간,서울특별시 성동구 아차산로 47 국가유산체험센터 H47,아차산로 47 국가유산체험센터 H47,127.0496348,37.546627,121.0,110.0,02-6925-6782,9.0km,성수,성수동 문화,culture_data.csv,성수1가2동,복합·체험,231.0
1947589595,아잇갤러리,"갤러리,화랑","서울특별시 성동구 아차산로17길 49 A동 B1, 아잇갤러리","아차산로17길 49 A동 B1, 아잇갤러리",127.0652793,37.5467682,0.0,33.0,,10.0km,성수,성수동 문화,culture_data.csv,성수2가3동,전시·갤러리,33.0
1685408055,메타그라운드 성수,복합문화공간,서울특별시 성동구 왕십리로 50 메가박스 4층,왕십리로 50 메가박스 4층,127.0452174,37.5418128,150.0,126.0,,8.3km,성수,성수동 문화,culture_data.csv,성수1가1동,복합·체험,276.0
1581532866,뎁센드2 갤러리 대관 전시 공간 대여,"갤러리,화랑",서울특별시 성동구 광나루로2길 34 B1,광나루로2길 34 B1,127.0548907,37.5482144,0.0,47.0,0506-638-3176,9.4km,성수,성수동 문화,culture_data.csv,성수2가3동,전시·갤러리,47.0
1911196753,서울숲 아트센터,전시관,서울특별시 성동구 서울숲2길 32-14 갤러리아포레 G205,서울숲2길 32-14 갤러리아포레 G205,127.0429375,37.5456275,122.0,285.0,,8.5km,성수,성수동 문화,culture_data.csv,성수1가1동,전시·갤러리,407.0
2047514064,베르탁,전시관,서울특별시 성동구 성수일로10길 13,성수일로10길 13,127.0523809,37.5474922,0.0,20.0,,9.2km,성수,성수동 문화,culture_data.csv,성수2가3동,전시·갤러리,20.0
1066160900,성수아뜰리에,"갤러리,화랑",서울특별시 성동구 아차산로 104 스탈릿성수 3층 외부,아차산로 104 스탈릿성수 3층 외부,127.0554581,37.5444425,0.0,36.0,,9.1km,성수,성수동 문화,culture_data.csv,성수2가3동,전시·갤러리,36.0
34401112,레이블갤러리,"갤러리,화랑",서울특별시 성동구 성수이로26길 31 레이블갤러리,성수이로26길 31 레이블갤러리,127.0609548,37.5456354,3.0,127.0,02-2272-0662,9.6km,성수,성수동 문화,culture_data.csv,성수2가3동,전시·갤러리,130.0
1177220443,GALLERY Stair,"갤러리,화랑",서울특별시 성동구 왕십리로 76,왕십리로 76,127.0451097,37.5443548,5.0,416.0,02-2051-7315,8.5km,성수,성수동 문화,culture_data.csv,성수1가1동,전시·갤러리,421.0
1296994884,스튜디오301,복합문화공간,서울특별시 성동구 서울숲길 36 3F 스튜디오301 (studio301),서울숲길 36 3F 스튜디오301 (studio301),127.0413198,37.5478499,0.0,121.0,,8.6km,성수,성수동 문화,culture_data.csv,성수1가2동,복합·체험,121.0
1144426722,갤러리 가우디움,"갤러리,화랑","서울특별시 성동구 성수일로 77 서울숲IT밸리, 2층 207호","성수일로 77 서울숲IT밸리, 2층 207호",127.0503805,37.5474577,1.0,24.0,,9.1km,성수,성수동 문화,culture_data.csv,성수1가2동,전시·갤러리,25.0
1427109050,라이브클럽 뮤직스페이스,"공연,연극시설",서울특별시 성동구 연무장9길 8 지하 1층,연무장9길 8 지하 1층,127.0560142,37.5429571,0.0,19.0,,9.1km,성수,성수동 문화,culture_data.csv,성수2가3동,공연·극장,19.0
1282574554,밑미홈,문화시설,서울특별시 성동구 서울숲길 44 4-5층,서울숲길 44 4-5층,127.0423471,37.5478963,112.0,173.0,070-4176-5117,8.6km,성수,성수동 문화,culture_data.csv,성수1가2동,복합·체험,285.0
1030781054,서인갤러리,"갤러리,화랑",서울특별시 성동구 상원1길 26 1층 11호,상원1길 26 1층 11호,127.0488494,37.5463265,122.0,54.0,,8.9km,성수,성수동 문화,culture_data.csv,성수1가2동,전시·갤러리,176.0
1155743381,우란문화재단 우란2경,공연장,서울특별시 성동구 연무장7길 11 2층,연무장7길 11 2층,127.0544168,37.5437898,2.0,180.0,070-4244-3812,9.0km,성수,성수동 문화,culture_data.csv,성수2가3동,공연·극장,182.0
1712900414,지지투갤러리,"갤러리,화랑",서울특별시 성동구 서울숲6길 17 지하 1층,서울숲6길 17 지하 1층,127.0435756,37.5475126,5.0,66.0,,8.7km,성수,성수동 문화,culture_data.csv,성수1가2동,전시·갤러리,71.0
1743807415,도만사,복합문화공간,서울특별시 성동구 광나루로4길 12 102호,광나루로4길 12 102호,127.0535054,37.54939,1.0,36.0,,9.4km,성수,성수동 문화,culture_data.csv,성수2가3동,복합·체험,37.0
1072653331,디 언타이틀드 보이드,"갤러리,화랑",서울특별시 성동구 왕십리로16가길 20,왕십리로16가길 20,127.0450968,37.5506912,10.0,93.0,,9.0km,성수,성수동 문화,culture_data.csv,성수1가2동,전시·갤러리,103.0
1603666351,PEON,전시관,서울특별시 성동구 왕십리로4길 3 2층,왕십리로4길 3 2층,127.0452446,37.5456894,23.0,6.0,,8.6km,성수,성수동 문화,culture_data.csv,성수1가1동,전시·갤러리,29.0
1989665472,플리,전시관,서울특별시 성동구 아차산로 53,아차산로 53,127.0512416,37.5462104,5.0,51.0,,9.0km,성수,성수동 문화,culture_data.csv,성수2가3동,전시·갤러리,56.0
1797329706,아트프로젝트 씨오,"갤러리,화랑",서울특별시 성동구 왕십리로 16 트리마제 상가 102호,왕십리로 16 트리마제 상가 102호,127.0453176,37.5393514,0.0,28.0,,8.1km,성수,성수동 문화,culture_data.csv,성수1가1동,전시·갤러리,28.0
1790431660,성동구 메이커스페이스큐브,복합문화공간,서울특별시 성동구 성수일로12길 20 703~4호 메이커스페이스큐브,성수일로12길 20 703~4호 메이커스페이스큐브,127.0532505,37.5481744,1.0,8.0,02-2205-0503,9.3km,성수,성수동 문화,culture_data.csv,성수2가3동,복합·체험,9.0
1147872987,58그라운드,복합문화공간,서울특별시 성동구 성덕정길 58 1층 58그라운드,성덕정길 58 1층 58그라운드,127.0498369,37.5380832,6.0,37.0,,8.3km,성수,성수동 문화,culture_data.csv,성수1가1동,복합·체험,43.0
1703364301,우란문화재단 우란1경,문화시설,서울특별시 성동구 연무장7길 11 우란문화재단 1층,연무장7길 11 우란문화재단 1층,127.0544586,37.5438412,0.0,89.0,070-4244-3663,9.0km,성수,성수동 문화,culture_data.csv,성수2가3동,복합·체험,89.0
1048705949,성수산업혁신공간,복합문화공간,서울특별시 성동구 아차산로 47 성수 산업혁신공간,아차산로 47 성수 산업혁신공간,127.0496639,37.5466662,4.0,38.0,,9.0km,성수,성수동 문화,culture_data.csv,성수1가2동,복합·체험,42.0
1370991558,이글락아트스페이스,"갤러리,화랑","서울특별시 성동구 뚝섬로1길 53-1 B1F,4F","뚝섬로1길 53-1 B1F,4F",127.0474863,37.5460185,0.0,17.0,,8.8km,성수,성수동 문화,culture_data.csv,성수1가2동,전시·갤러리,17.0
13415228,용산아트홀,공연장,서울특별시 용산구 이태원동 녹사평대로 150 용산구종합행정타운,녹사평대로 150 용산구종합행정타운,126.9902024,37.5327179,76.0,622.0,02-2199-7260,5.0km,이태원한남,이태원 문화,culture_data.csv,이태원1동,공연·극장,698.0
1165346286,모다 갤러리,미술관,"서울특별시 용산구 녹사평대로 132 3층, 4층","녹사평대로 132 3층, 4층",126.9911536,37.5306711,89.0,679.0,,4.8km,이태원한남,이태원 문화,culture_data.csv,이태원1동,전시·갤러리,768.0
32323239,경리단길,문화거리,서울특별시 용산구 이태원동,,126.9916595,37.5397905,14.0,0.0,,5.8km,이태원한남,이태원 문화,culture_data.csv,이태원2동,복합·체험,14.0
1037176662,MODE 127,복합문화공간,서울특별시 용산구 이태원동 이태원로 190,이태원로 190,126.9951948,37.5343741,0.0,35.0,,5.3km,이태원한남,이태원 문화,culture_data.csv,이태원1동,복합·체험,35.0
2045713317,한스타일 스튜디오,미술관,서울특별시 용산구 우사단로 42 2층,우사단로 42 2층,126.9957644,37.5339517,0.0,21.0,,5.2km,이태원한남,이태원 문화,culture_data.csv,이태원1동,전시·갤러리,21.0
37879172,갤러리 이알디,"갤러리,화랑",서울특별시 용산구 회나무로13가길 25,회나무로13가길 25,126.9909747,37.5410769,10.0,187.0,02-749-0419,5.9km,이태원한남,이태원 문화,culture_data.csv,이태원2동,전시·갤러리,197.0
1556467563,PDF SEOUL,복합문화공간,서울특별시 용산구 녹사평대로32길 16 PDF SEOUL,녹사평대로32길 16 PDF SEOUL,126.9897123,37.5335417,3.0,97.0,,5.1km,이태원한남,이태원 문화,culture_data.csv,이태원1동,복합·체험,100.0
2092054905,갤러리 신라 서울,"갤러리,화랑",서울특별시 용산구 보광로60길 11 6~8층,보광로60길 11 6~8층,126.9947958,37.5341147,0.0,5.0,,5.2km,이태원한남,이태원 문화,culture_data.csv,이태원1동,전시·갤러리,5.0
1231497889,P21,"갤러리,화랑",서울특별시 용산구 회나무로 66,회나무로 66,126.9938585,37.5401122,0.0,120.0,,5.9km,이태원한남,이태원 문화,culture_data.csv,이태원2동,전시·갤러리,120.0
1604930795,비스킷 남산점,복합문화공간,서울특별시 용산구 회나무로13가길 22 B1F 비스킷 남산점,회나무로13가길 22 B1F 비스킷 남산점,126.9908139,37.5407728,21.0,31.0,070-4422-0113,5.9km,이태원한남,이태원 문화,culture_data.csv,이태원2동,복합·체험,52.0
21719252,스페이스 윌링앤딜링,복합문화공간,서울특별시 용산구 회나무로6길 5 4층,회나무로6길 5 4층,126.9888681,37.5387305,0.0,143.0,02-797-7893,5.6km,이태원한남,이태원 문화,culture_data.csv,이태원2동,복합·체험,143.0
38338135,이태원세계음식문화거리,문화거리,서울특별시 용산구 이태원동 108-3,,126.9945982,37.5350214,3.0,46.0,,5.3km,이태원한남,이태원 문화,culture_data.csv,이태원1동,복합·체험,49.0
11620409,갤러리에스피,"갤러리,화랑",서울특별시 용산구 회나무로44가길 30,회나무로44가길 30,126.9942969,37.5383092,0.0,66.0,02-546-3560,5.7km,이태원한남,이태원 문화,culture_data.csv,이태원2동,전시·갤러리,66.0
1133909730,사이두기,"문화,예술단체",서울특별시 용산구 회나무로10길 5-7 101,회나무로10길 5-7 101,126.9894181,37.5387908,0.0,0.0,,5.6km,이태원한남,이태원 문화,culture_data.csv,이태원2동,창작·공방,0.0
1860959568,김치앤칩스,"문화,예술단체",서울특별시 용산구 녹사평대로46길 10 501호,녹사평대로46길 10 501호,126.9874063,37.5372587,1.0,0.0,,5.4km,이태원한남,이태원 문화,culture_data.csv,이태원2동,창작·공방,1.0
2074498239,Hertz,"공연,연극시설",서울특별시 용산구 우사단로14길 21,우사단로14길 21,126.9968486,37.5343873,0.0,3.0,,5.3km,이태원한남,이태원 문화,culture_data.csv,이태원1동,공연·극장,3.0
2060834084,국군위문예술단,"문화,예술단체",서울특별시 용산구 회나무로 4 국군재정관리단 민원동 2층,회나무로 4 국군재정관리단 민원동 2층,126.9879304,37.538337,0.0,0.0,02-3390-4919,5.6km,이태원한남,이태원 문화,culture_data.csv,이태원2동,창작·공방,0.0
59165188,휘슬,"갤러리,화랑","서울특별시 용산구 회나무로13길 12 1층, 지하1층","회나무로13길 12 1층, 지하1층",126.989661,37.5398647,2.0,77.0,02-794-4775,5.8km,이태원한남,이태원 문화,culture_data.csv,이태원2동,전시·갤러리,79.0
1217781581,벨리븐,독립서점,서울특별시 용산구 회나무로12길 5 Beleben,회나무로12길 5 Beleben,126.9895815,37.5391448,9.0,94.0,,5.7km,이태원한남,이태원 문화,culture_data.csv,이태원2동,서점·독립문화,103.0
38596838,이태원퀴논길,문화거리,서울특별시 용산구 이태원동,,126.9927065,37.5339178,1.0,56.0,,5.2km,이태원한남,이태원 문화,culture_data.csv,이태원1동,복합·체험,57.0
